code,province_code,name,capital,type,is_administrative
9202,92,Kabupaten Manokwari,Manokwari,regency,False
9203,92,Kabupaten Fak Fak,Fak Fak,regency,False
9206,92,Kabupaten Teluk Bintuni,Bintuni,regency,False
9207,92,Kabupaten Teluk Wondama,Rasiei,regency,False
9208,92,Kabupaten Kaimana,Kaimana,regency,False
9211,92,Kabupaten Manokwari Selatan,Ransiki,regency,False
9212,92,Kabupaten Pegunungan Arfak,Anggi,regency,False
9301,93,Kabupaten Merauke,Merauke,regency,False
9302,93,Kabupaten Boven Digoel,Tanah Merah,regency,False
9303,93,Kabupaten Mappi,Kepi,regency,False
9304,93,Kabupaten Asmat,Agats,regency,False
9401,94,Kabupaten Nabire Paniai,Nabire,regency,False
9402,94,Kabupaten Puncak Jaya,Kota Mulia,regency,False
9403,94,Kabupaten Paniai,Enarotali,regency,False
9404,94,Kabupaten Mimika,Timika,regency,False
9405,94,Kabupaten Puncak,Ilaga,regency,False
9406,94,Kabupaten Dogiyai,Kigamani,regency,False
9407,94,Kabupaten Intan Jaya,Sugapa,regency,False
9408,94,Kabupaten Deiyai,Tigi,regency,False
9501,95,Kabupaten Jayawijaya,Wamena,regency,False
9502,95,Kabupaten Pegunungan Bintang,Oksibil,regency,False
9503,95,Kabupaten Yahukimo,Sumohai,regency,False
9504,95,Kabupaten Tolikara,Karubaga,regency,False
9505,95,Kabupaten Mamberamo Tengah,Kobakma,regency,False
9506,95,Kabupaten Yalimo,Elelim,regency,False
9507,95,Kabupaten Lanny Jaya,Tiom,regency,False
9508,95,Kabupaten Nduga,Kenyam,regency,False
9601,96,Kabupaten Sorong,Sorong,regency,False
9602,96,Kabupaten Sorong Selatan,Teminabuan,regency,False
9603,96,Kabupaten Raja Ampat,Waisai,regency,False
9604,96,Kabupaten Tambrauw,Fef,regency,False
9605,96,Kabupaten Maybrat,Aifat,regency,False
9671,96,Kota Sorong,Sorong,city,False
