code,district_code,name,type
1208222001,120822,Naga Jaya I,village
1208222002,120822,Bah Gunung,village
1208222003,120822,Bandar Tongah,village
1208222004,120822,Dolog Parmonangan,village
1208222005,120822,Laras,village
1208222006,120822,Naga Jaya II,village
1208222007,120822,Tanjung Hataran,village
1208222008,120822,Bandar Betsy I,village
1208222009,120822,Bandar Betsy II,village
1208222010,120822,Naga Soppa,village
1208231014,120823,Perdagangan I,urban_village
1208231015,120823,Perdagangan III,urban_village
1208232001,120823,Pematang Kerasaan,village
1208232002,120823,Marihat Bandar,village
1208232003,120823,Nagori Bandar,village
1208232004,120823,Bandar Rakyat,village
1208232005,120823,Bandar Pulo,village
1208232006,120823,Bah Lias,village
1208232007,120823,Perdagangan II,village
1208232008,120823,Perlanaan,village
1208232009,120823,Sugarang Bayu,village
1208232010,120823,Pem Kerasaan Rejo,village
1208232011,120823,Timbaan,village
1208232012,120823,Bandar Jawa,village
1208232013,120823,Sidotani,village
1208232016,120823,Landbouw,village
1208242001,120824,Bandar Masilam,village
1208242002,120824,Lias Baru,village
1208242003,120824,Bandar Silou,village
1208242004,120824,Panombeian Baru,village
1208242005,120824,Gunung Serawan,village
1208242006,120824,Bandar Masilam II,village
1208242007,120824,Partimbalan,village
1208242008,120824,Bandar Tinggi,village
1208242009,120824,Bandar Rejo,village
1208242010,120824,Bandar Gunung,village
1208251012,120825,Saribu Dolok,urban_village
1208252003,120825,Bangun Mariah,village
1208252004,120825,Purba Sinombah,village
1208252006,120825,Purba Tua,village
1208252009,120825,Purba Tua Baru,village
1208252014,120825,Sinar Baru,village
1208252016,120825,Purba Tua Etek,village
1208262001,120826,Cingkes,village
1208262002,120826,Panribuan,village
1208262003,120826,Saran Padang,village
1208262004,120826,Mariah Dolok,village
1208262005,120826,Marubun Lokkung,village
1208262006,120826,Dolok Mariah,village
1208262007,120826,Bawang,village
1208262008,120826,Huta Saing,village
1208262009,120826,Togur,village
1208262010,120826,Perasmian,village
1208262011,120826,Tanjung Purba,village
1208262012,120826,Silau Marawan,village
1208262013,120826,Bosi Sinombah,village
1208262014,120826,Ujung Bawang,village
1208272001,120827,Simanabun,village
1208272002,120827,Pardomuan Tongah,village
1208272003,120827,Nagori Dolok,village
1208272004,120827,Bandar Maruhur,village
1208272005,120827,Silou Dunia,village
1208272006,120827,Dolok Marawa,village
1208272007,120827,Mariah Buttu,village
1208272008,120827,Dolok Saribu Bangun,village
1208272009,120827,Bandar Nagori,village
1208272010,120827,Silou Paribuan,village
1208272011,120827,Buttu Bayu,village
1208272012,120827,Nagori Tani,village
1208272013,120827,Bah Sarimah,village
1208272014,120827,Damaritang,village
1208272015,120827,Sinasih,village
1208272016,120827,Pardomuan Bandar,village
1208281009,120828,Sinaksak,urban_village
1208282001,120828,Batu Silangit,village
1208282002,120828,Dolok Maraja,village
1208282003,120828,Dolok Ulu,village
1208282004,120828,Nagur Usang,village
1208282005,120828,Dolok Kahean,village
1208282006,120828,Naga Dolok,village
1208282007,120828,Purbasari,village
1208282008,120828,Pematang Dolok Kahean,village
1208282010,120828,Negeri Bayu Muslimin,village
1208282011,120828,Dolok Simbolon,village
1208291001,120829,Merek Raya,urban_village
1208291002,120829,Dalig Raya,urban_village
1208291005,120829,Sondi Raya,urban_village
1208291011,120829,Pamatang Raya,urban_village
1208291018,120829,Baringin Raya,urban_village
1208292004,120829,Raya Bayu,village
1208292007,120829,Bahapal Raya,village
1208292010,120829,Siporkas,village
1208292012,120829,Sihubu Raya,village
1208292013,120829,Raya Bosi,village
1208292014,120829,Silou Huluan,village
1208292015,120829,Silou Buttu,village
1208292016,120829,Bongguron Kariahan,village
1208292017,120829,Simbou Baru,village
1208292020,120829,Dame Raya,village
1208292021,120829,Limag Raya,village
1208292022,120829,Lokkung Raya,village
1208301001,120830,Ujung Padang,urban_village
1208302002,120830,Huta Parik,village
1208302003,120830,Dusun Ulu,village
1208302004,120830,Tinjowan,village
1208302005,120830,Sayur Matinggi,village
1208302006,120830,Taratak Nagodang,village
1208302007,120830,Sordang Bolon,village
1208302008,120830,Teluk Lapian,village
1208302009,120830,Tanjung Rapuan,village
1208302010,120830,Pagar Bosi,village
1208302011,120830,Bangun Sordang,village
1208302012,120830,Aek Gerger Sidodadi,village
1208302013,120830,Pulo Pitu Marihat,village
1208302014,120830,Siringan Ringan,village
1208302015,120830,Riah Na Poso,village
1208302016,120830,Sei Merbau,village
1208302017,120830,Kampung Lalang,village
1208302018,120830,Sordang Baru,village
1208302019,120830,Banjar Hulu,village
1208302020,120830,Rawa Masin,village
1208312001,120831,Ujung Saribu,village
1208312002,120831,Silimakuta Barat,village
1208312003,120831,Siboras,village
1208312004,120831,Mardingding,village
1208312005,120831,Naga Saribu,village
1208312007,120831,Saribu Jandi,village
1208312008,120831,Sinar Naga Mariah,village
1208312009,120831,Ujung Mariah,village
1208312010,120831,Bandar Saribu,village
1208312011,120831,Naga Bosar,village
1208322001,120832,Raya Huluan,village
1208322002,120832,Dolog Huluan,village
1208322003,120832,Bintang Mariah,village
1208322004,120832,Bah Bolon,village
1208322005,120832,Raya Usang,village
1208322006,120832,Bangun Pane,village
1208322007,120832,Parjalangan,village
1208322008,120832,Partuahan,village
1208322009,120832,Sinaman Labah,village
1208322010,120832,Pamatang Sinaman,village
1209082002,120908,Meranti,village
1209082004,120908,Perkebunan Sei Balai,village
1209082011,120908,Sei Beluru,village
1209082012,120908,Serdang,village
1209082019,120908,Gajah,village
1209082021,120908,Air Putih,village
1209082022,120908,Sukajadi,village
1209091001,120909,Binjai Serbangan,urban_village
1209092002,120909,Air Joman,village
1209092003,120909,Air Joman Baru,village
1209092005,120909,Banjar,village
1209092007,120909,Pasar Lembu,village
1209092008,120909,Punggulan,village
1209092012,120909,Subur,village
1209102001,120910,Asahan Mati,village
1209102002,120910,Bagan Asahan,village
1209102003,120910,Bagan Asahan Baru,village
1209102004,120910,Bagan Asahan Pekan,village
1209102005,120910,Kapias Batu VIII,village
1209102006,120910,Pematang Sei Baru,village
1209102007,120910,Sei Apung,village
1209102008,120910,Sei Apung Jaya,village
1209112008,120911,Sei Kepayang Tengah,village
1209112010,120911,Sei Kepayang Kanan,village
1209112011,120911,Sei Paham,village
1209112014,120911,Pertahanan,village
1209112015,120911,Perbangunan,village
1209112016,120911,Bangun Baru,village
1209122002,120912,Perkebunan Suka Raja,village
1209122004,120912,Perkebunan Hessa,village
1209122006,120912,Sei Dua Hulu,village
1209122007,120912,Sei Lama,village
1209122008,120912,Silomlom,village
1209122009,120912,Simpang Empat,village
1209122012,120912,Sipaku Area,village
1209122013,120912,Anjung Ganjang,village
1209132001,120913,Sei Alim Ulu,village
1209132003,120913,Pinanggiripan,village
1209132006,120913,Perkebunan Pulahan,village
1209132007,120913,Hessa Perlompongan,village
1209132008,120913,Perkebunan Air Batu I/II,village
1209132009,120913,Perkebunan Air Batu III/IX,village
1209132010,120913,Danau Sijabut,village
1209132012,120913,Air Teluk Hessa,village
1209132013,120913,Air Genting,village
1209132014,120913,Hessa Air Genting,village
1209132018,120913,Sijabut Teratai,village
1209132019,120913,Pulau Pule,village
1209142001,120914,Sei Piring,village
1209142002,120914,Pulau Rakyat Tua,village
1209142003,120914,Pulau Rakyat Pekan,village
1209142004,120914,Orika,village
1209142005,120914,Manis,village
1209142006,120914,Tunggul 45,village
1209142007,120914,Bangun,village
1209142008,120914,Persatuan,village
1209142009,120914,Padang Mahondang,village
1209142010,120914,Ofa Padang Mahondang,village
1209142011,120914,Baru,village
1209142012,120914,Mekar Sari,village
1209152003,120915,Bandar Pulau Pekan,village
1209152005,120915,Buntu Maraja,village
1209152006,120915,Gonting Malaha,village
1209152010,120915,Padang Pulau,village
1209152012,120915,Perkebunan Aek Tarum,village
1209152016,120915,Perkebunan Padang Pulau,village
1209152019,120915,Huta Rao,village
1209152020,120915,Aek Nagali,village
1209152021,120915,Gajah Sakti,village
1209152022,120915,Gunung Berkat,village
1209162001,120916,Ambalutu,village
1209162002,120916,Buntu Pane,village
1209162003,120916,Lestari,village
1209162005,120916,Prapat Janji,village
1209162007,120916,Sei Silau Timur,village
1209162016,120916,Sionggang,village
1209162017,120916,Mekar Sari,village
1209162018,120916,Perkebunan Sei Silau,village
1209162019,120916,Karya Ambalutu,village
1209172001,120917,Bandar Pasir Mandoge,village
1209172002,120917,Huta Bagasan,village
1209172003,120917,Sei Nadoras,village
1209172004,120917,Silau Jawa,village
1209172005,120917,Suka Makmur,village
1209172006,120917,Sei Kopas,village
1209172007,120917,Huta Padang,village
1209172008,120917,Tomuan Holbung,village
1209172009,120917,Gotting Sidodadi,village
1209181001,120918,Aek Loba Pekan,urban_village
1209182002,120918,Aek Loba Afd I,village
1209182003,120918,Alang Bonbon,village
1209182009,120918,Sengon Sari,village
1209182010,120918,Lobu Jiur,village
1209182011,120918,Rawa Sari,village
1209182013,120918,Aek Loba,village
1209191001,120919,Bunut,urban_village
1209191002,120919,Bunut Barat,urban_village
1209191003,120919,Dadimulyo,urban_village
1209191004,120919,Kisaran Barat,urban_village
1209191005,120919,Kisaran Baru,urban_village
1209191006,120919,Kisaran Kota,urban_village
1209191007,120919,Mekar Baru,urban_village
1209191008,120919,Sei Renggas,urban_village
1209191009,120919,Sendang Sari,urban_village
1209191010,120919,Sidodadi,urban_village
1209191011,120919,Sidomukti,urban_village
1209191012,120919,Tebing Kisaran,urban_village
1209191013,120919,Tegal Sari,urban_village
1209201001,120920,Teladan,urban_village
1209201002,120920,Siumbut Umbut,urban_village
1209201003,120920,Siumbut Baru,urban_village
1209201004,120920,Sentang,urban_village
1209201005,120920,Selawan,urban_village
1209201006,120920,Mutiara,urban_village
1209201007,120920,Lestari,urban_village
1209201008,120920,Kisaran Timur,urban_village
1209201009,120920,Kisaran Naga,urban_village
1209201010,120920,Kedai Ledang,urban_village
1209201011,120920,Karang Anyer,urban_village
1209201012,120920,Gambir Baru,urban_village
1209212001,120921,Aek Songsongan,village
1209212002,120921,Perkebunan Bandar Selamat,village
1209212003,120921,Perkebunan Bandar Pulau,village
1209212004,120921,Aek Bamban,village
1209212005,120921,Marjanji Aceh,village
1209212006,120921,Lobu Rappa,village
1209212007,120921,Tangga,village
1209212008,120921,Situnjak,village
1209212009,120921,Mekar Marjanji,village
1209222001,120922,Rahuning,village
1209222002,120922,Perkebunan Gunung Melayu,village
1209222003,120922,Gunung Melayu,village
1209222004,120922,Batu Anam,village
1209222005,120922,Perkebunan Aek Nagaga,village
1209222006,120922,Rahuning I,village
1209222007,120922,Rahuning II,village
1209232001,120923,Tanjung Alam,village
1209232002,120923,Perkebunan Sei Dadap I/II,village
1209232003,120923,Perkebunan Sei Dadap III/IV,village
1209232004,120923,Sei Kamah I,village
1209232005,120923,Sei Kamah II,village
1209232006,120923,Bahung Sibatu-batu,village
1209232007,120923,Sei Alim Hasak,village
1209232008,120923,Tanjung Asri,village
1209232009,120923,Sei Kamah Baru,village
1209232010,120923,Pasiran,village
1209242001,120924,Sei Nangka,village
1209242002,120924,Sei Jawi-Jawi,village
1209242003,120924,Sei Serindan,village
1209242004,120924,Sei Tualang Pandau,village
1209242005,120924,Sei Lendir,village
1209242006,120924,Sei Kepayang Kiri,village
1209252001,120925,Sei Lunang,village
1209252002,120925,Sei Pasir,village
1209252003,120925,Sei Tempurung,village
1209252004,120925,Sarang Helang,village
1209252005,120925,Sei Sembilang,village
1209262001,120926,Tinggi Raja,village
1209262002,120926,Sumber Harapan,village
1209262003,120926,Terusan Tengah,village
1209262004,120926,Piasa Ulu,village
1209262005,120926,Sidomulyo,village
1209262006,120926,Teladan,village
1209262007,120926,Padang Sari,village
1209272001,120927,Urung Pane,village
1209272002,120927,Sei Silau Tua,village
1209272003,120927,Sei Silau Barat,village
1209272004,120927,Silau Maraja,village
1209272005,120927,Bangun Sari,village
1209282001,120928,Silo Baru,village
1209282002,120928,Silo Lama,village
1209282003,120928,Silo Bonto,village
1209282004,120928,Lubuk Palas,village
1209282005,120928,Bangun Sari,village
1209292001,120929,Rawang Lama,village
1209292002,120929,Rawang Baru,village
1209292003,120929,Rawang Pasar IV,village
1209292004,120929,Rawang Pasar V,village
1209292005,120929,Pondok Bungur,village
1209292006,120929,Panca Arga,village
1209292007,120929,Rawang Pasar VI,village
1209302001,120930,Suka Damai,village
1209302002,120930,Perhutaan Silau,village
1209302003,120930,Tanah Rakyat,village
1209302004,120930,Taman Sari,village
1209302005,120930,Gedangan,village
1209302006,120930,Suka Makmur,village
1209302007,120930,Pulo Bandring,village
1209302008,120930,Sidomulyo,village
1209302009,120930,Suka Damai Barat,village
1209302010,120930,Bunut Seberang,village
1209312001,120931,Air Teluk Kiri,village
1209312002,120931,Teluk Dalam,village
1209312003,120931,Perkebunan Teluk Dalam,village
1209312004,120931,Pulau Maria,village
1209312005,120931,Pulau Tanjung,village
1209312006,120931,Mekar Tanjung,village
1209322001,120932,Aek Bange,village
1209322002,120932,Aek Korsik,village
1209322003,120932,Aek Ledong,village
1209322004,120932,Ledong Barat,village
1209322005,120932,Aek Nabuntu,village
1209322006,120932,Ledong Timur,village
1209322007,120932,Padang Sipirok,village
1210011001,121001,Padang Matinggi,urban_village
1210011002,121001,Siringo-Ringo,urban_village
1210011003,121001,Sirandorung,urban_village
1210011004,121001,Rantauprapat,urban_village
1210011005,121001,Kartini,urban_village
1210011006,121001,Cendana,urban_village
1210011007,121001,Binaraga,urban_village
1210011008,121001,Pulo Padang,urban_village
1210011009,121001,Padang Bulan,urban_village
1210011010,121001,Aek Paing,urban_village
1210021001,121002,Bakaran Batu,urban_village
1210021002,121002,Sioldengan,urban_village
1210021003,121002,Urung Kompas,urban_village
1210021004,121002,Ujung Bandar,urban_village
1210021005,121002,Sigambal,urban_village
1210021006,121002,Lobusona,urban_village
1210021007,121002,Pardamean,urban_village
1210021008,121002,Danau Bale,urban_village
1210021009,121002,Sidorejo,urban_village
1210072001,121007,Sibargot,village
1210072002,121007,Bandar Kumbul,village
1210072003,121007,Tanjung Medan,village
1210072004,121007,Janji,village
1210072005,121007,Tebing Linggahara,village
1210072006,121007,AFD.I Rantauprapat,village
1210072007,121007,AFD.II Rantauprapat,village
1210072008,121007,Aek Buru Selatan,village
1210072009,121007,Kampung Baru,village
1210072010,121007,Tebing Linggahara Baru,village
1210081001,121008,Negeri Lama,urban_village
1210081002,121008,Negeri Baru,urban_village
1210082003,121008,Perkebunan Sennah,village
1210082004,121008,Perkebunan Negeri Lama,village
1210082005,121008,Perkebunan Bilah,village
1210082006,121008,Kampung Bilah,village
1210082007,121008,Negeri Lama Seberang,village
1210082008,121008,Sei Tampang,village
1210082009,121008,Selat Besar,village
1210082010,121008,Tanjung Haloban,village
1210082011,121008,Sidomulyo,village
1210082012,121008,Sei Tarolat,village
1210082013,121008,Sei Kasih,village
1210092001,121009,Lingga Tiga,village
1210092002,121009,Tanjung Siram,village
1210092003,121009,Pematang Seleng,village
1210092004,121009,Perbaungan,village
1210092005,121009,Gunung Selamat,village
1210092006,121009,Emplasemen Aek Nabara,village
1210092007,121009,Bandar Tinggi,village
1210092008,121009,Kampung Dalam,village
1210092009,121009,Pondok Batu,village
1210092010,121009,Meranti,village
1210092011,121009,N-1 Aek Nabara,village
1210092012,121009,N-2 Aek Nabara,village
1210092013,121009,N-3 Aek Nabara,village
1210092014,121009,N-4 Aek Nabara,village
1210092015,121009,N-5 Aek Nabara,village
1210092016,121009,N-6 Aek Nabara,village
1210092017,121009,N-7 Aek Nabara,village
1210092018,121009,N-8 Aek Nabara,village
1210092019,121009,S-1 Aek Nabara,village
1210092020,121009,S-2 Aek Nabara,village
1210092021,121009,S-3 Aek Nabara,village
1210092022,121009,S-4 Aek Nabara,village
1210092023,121009,S-5 Aek Nabara,village
1210092024,121009,S-6 Aek Nabara,village
1210142001,121014,Sidorukun,village
1210142002,121014,Tebing Tinggi Pangkatan,village
1210142003,121014,Perkebunan Pangkatan,village
1210142004,121014,Kampung Padang,village
1210142005,121014,Pangkatan,village
1210142006,121014,Sennah,village
1210142007,121014,Tanjung Harapan,village
1210181001,121018,Labuhan Bilik,urban_village
1210182002,121018,Sei Pelancang,village
1210182003,121018,Sei Siarti,village
1210182004,121018,Sei Nahodaris,village
1210182005,121018,Sei Merdeka,village
1210182006,121018,Sei Rakyat,village
1210182007,121018,Selat Beting,village
1210182008,121018,Bagan Bilah,village
1210182009,121018,Telaga Suka,village
1210182010,121018,Pasar Tiga,village
1210191001,121019,Sei Berombang,urban_village
1210192002,121019,Sei Penggantungan,village
1210192003,121019,Sei Lumut,village
1210192004,121019,Sei Tawar,village
1210192005,121019,Sei Sanggul,village
1210192006,121019,Sei Sakat,village
1210192007,121019,Sei Baru,village
1210192008,121019,Wonosari,village
1210202001,121020,Tanjung Sarang Elang,village
1210202002,121020,Perkebunan Ajamu,village
1210202003,121020,Teluk Sentosa,village
1210202004,121020,Cinta Makmur,village
1210202005,121020,Sei Sentosa,village
1210202006,121020,Meranti Paham,village
1210202007,121020,Sei Jawi-Jawi,village
1211011005,121101,Kuta Gambir,urban_village
1211011007,121101,Sidiangkat,urban_village
1211011009,121101,Batang Beruh,urban_village
1211011010,121101,Sidikalang,urban_village
1211011015,121101,Bintang Hulu,urban_village
1211012008,121101,Belang Malum,village
1211012011,121101,Huta Rakyat,village
1211012012,121101,Kalang,village
1211012013,121101,Bintang,village
1211012014,121101,Kalang Simbara,village
1211012017,121101,Bintang Mersada,village
1211021007,121102,Pegagan Julu I,urban_village
1211022001,121102,Pegagan Julu X,village
1211022002,121102,Pegagan Julu IX,village
1211022003,121102,Pegagan Julu VIII,village
1211022004,121102,Pegagan Julu VII,village
1211022005,121102,Pegagan Julu VI,village
1211022006,121102,Pegagan Julu V,village
1211022008,121102,Pegagan Julu IV,village
1211022009,121102,Pegagan Julu III,village
1211022010,121102,Pegagan Julu II,village
1211022014,121102,Tanjung Beringin,village
1211022015,121102,Dolok Tolong,village
1211022017,121102,Pargambiran,village
1211022018,121102,Perjuangan,village
1211022020,121102,Kuta Gugung,village
1211022024,121102,Sileuh-leuh Parsaoran,village
1211022025,121102,Barisan Nauli,village
1211022026,121102,Pangguruan,village
1211022027,121102,Tanjung Beringin I,village
1211032001,121103,Sumbul Tengah,village
1211032002,121103,Ujung Teran,village
1211032003,121103,Juma Gerat,village
1211032004,121103,Sarintonu,village
1211032005,121103,Tigalingga,village
1211032006,121103,Palding,village
1211032007,121103,Lau Bagot,village
1211032008,121103,Bertungen Julu,village
1211032009,121103,Lau Molgap,village
1211032010,121103,Lau Pak-Pak,village
1211032012,121103,Sukandebi,village
1211032013,121103,Lau Mil,village
1211032014,121103,Lau Sireme,village
1211032019,121103,Palding Jaya Sumbul,village
1211042001,121104,Sinampang,village
1211042002,121104,Sihorbo,village
1211042003,121104,Soban,village
1211042004,121104,Adian Nangka,village
1211042005,121104,Bunturaja,village
1211042006,121104,Juma Siulok,village
1211042007,121104,Juma Teguh,village
1211042008,121104,Sosor Lontung,village
1211042009,121104,Huta Imbaru,village
1211042010,121104,Jumantuang,village
1211042011,121104,Gomit,village
1211042012,121104,Adian Gupa,village
1211042013,121104,Maju,village
1211051014,121105,Parongil,urban_village
1211052008,121105,Palipi,village
1211052010,121105,Longkotan,village
1211052011,121105,Bongkaras,village
1211052012,121105,Tungtung Batu,village
1211052013,121105,Polling Anak-Anak,village
1211052015,121105,Siratah,village
1211052016,121105,Uruk Mblin,village
1211052017,121105,Siboras,village
1211052018,121105,Bonian,village
1211052019,121105,Sumbari,village
1211052020,121105,Bakal Gajah,village
1211052021,121105,Lae Panginuman,village
1211052022,121105,Lae Ambat,village
1211052023,121105,Lae Rambong,village
1211052024,121105,Lae Pangaroan,village
1211062001,121106,Sukadame,village
1211062002,121106,Gunung Tua,village
1211062003,121106,Harapan,village
1211062004,121106,Lau Primbon,village
1211062005,121106,Kuta Gamber,village
1211062006,121106,Kempawa,village
1211062007,121106,Tanah Pinem,village
1211062008,121106,Pamah,village
1211062009,121106,Kuta Buluh,village
1211062010,121106,Pasir Tengah,village
1211062011,121106,Renun,village
1211062012,121106,Lau Tawar,village
1211062013,121106,Balandua,village
1211062014,121106,Mangan Molih,village
1211062015,121106,Liang Jering,village
1211062016,121106,Alur Subur,village
1211062017,121106,Lau Njuhar I,village
1211062018,121106,Pasir Mbelang,village
1211062019,121106,Sinar Pagi,village
1211072001,121107,Tambahan,village
1211072002,121107,Kuta Tengah,village
1211072003,121107,Lae Nuaha,village
1211072004,121107,Sungai Raya,village
1211072005,121107,Gunung Meriah,village
1211072006,121107,Silumboyah,village
1211072007,121107,Pandan,village
1211072008,121107,Tualang,village
1211072009,121107,Pangaribuan,village
1211072010,121107,Sigambir-gambir,village
1211072011,121107,Bakal Julu,village
1211072012,121107,Sipoltong,village
1211082001,121108,Lae Itam,village
1211082002,121108,Lae Luhung,village
1211082003,121108,Pardomuan,village
1211082004,121108,Lae Markelang,village
1211082005,121108,Jambur Indonesia,village
1211082006,121108,Simungun,village
1211082007,121108,Janji,village
1211082008,121108,Sopo Butar,village
1211082009,121108,Lae Sering,village
1211082010,121108,Lae Haporas,village
1211092001,121109,Simanduma,village
1211092002,121109,Bandar Huta Usang,village
1211092003,121109,Onan Lama,village
1211092004,121109,Lingga Raja,village
1211092005,121109,Laksa,village
1211092006,121109,Tanjung Saluksuk,village
1211092007,121109,Bukit Tinggi,village
1211092008,121109,Simartugan,village
1211092009,121109,Kuta Usang,village
1211092010,121109,Lingga Raja II,village
1211092011,121109,Mbinanga,village
1211092012,121109,Bukit Baru,village
1211092013,121109,Perrik Mbue,village
1211102001,121110,Bangun,village
1211102002,121110,Lae Hole,village
1211102003,121110,Parbuluan IV,village
1211102004,121110,Parbuluan III,village
1211102005,121110,Parbuluan II,village
1211102006,121110,Parbuluan I,village
1211102007,121110,Parbuluan V,village
1211102008,121110,Parbuluan VI,village
1211102009,121110,Lae Hole I,village
1211102010,121110,Lae Hole II,village
1211102011,121110,Bangun I,village
1211112001,121111,Sumbul,village
1211112002,121111,Kentara,village
1211112003,121111,Lae Parira,village
1211112004,121111,Buluduri,village
1211112005,121111,Sempung Polling,village
1211112006,121111,Lumban Sihite,village
1211112007,121111,Lumban Toruan,village
1211112008,121111,Pandiangan,village
1211112009,121111,Kaban Julu,village
1211122001,121112,Bukit Lau Kersik,village
1211122002,121112,Gunung Sitember,village
1211122003,121112,Batu Gun Gun,village
1211122004,121112,Rante Besi,village
1211122005,121112,Gundaling,village
1211122006,121112,Kendit Liang,village
1211122007,121112,Lau Lebah,village
1211122008,121112,Tupak Raja,village
1211132001,121113,Sambaliang,village
1211132002,121113,Pasi,village
1211132003,121113,Banjar Toba,village
1211132004,121113,Berampu,village
1211132005,121113,Karing,village
1211142001,121114,Silalahi II,village
1211142002,121114,Silalahi I,village
1211142003,121114,Paropo,village
1211142004,121114,Silalahi III,village
1211142005,121114,Paropo I,village
1211151004,121115,Panji Dabutar,urban_village
1211152001,121115,Sitinjo,village
1211152002,121115,Sitinjo I,village
1211152003,121115,Sitinjo II,village
1212011034,121201,Balige I,urban_village
1212011035,121201,Balige III,urban_village
1212011036,121201,Pardede Onan,urban_village
1212011037,121201,Sangkar Nihuta,urban_village
1212011038,121201,Lumban Dolok Hauma Bange,urban_village
1212011039,121201,Napitupulu Bagasan,urban_village
1212012003,121201,Hutanamora,village
1212012004,121201,Hutagaol Peatalun,village
1212012005,121201,Hinalang Bagasan,village
1212012006,121201,Matio,village
1212012007,121201,Lumban Pea,village
1212012008,121201,Hutabulu Mejan,village
1212012010,121201,Lumban Gaol,village
1212012011,121201,Parsuratan,village
1212012012,121201,Baruara,village
1212012013,121201,Aek Bolon Julu,village
1212012014,121201,Sibolahotang SAS,village
1212012015,121201,Lumban Bulbul,village
1212012016,121201,Sianipar Sihailhail,village
1212012017,121201,Silalahi Pagar Batu,village
1212012018,121201,Lumban Silintong,village
1212012019,121201,Saribu Raja Janji Maria,village
1212012022,121201,Longat,village
1212012023,121201,Balige II,village
1212012024,121201,Aek Bolon Jae,village
1212012025,121201,Lumban Gorat,village
1212012026,121201,Sibuntuon,village
1212012027,121201,Siboruon,village
1212012028,121201,Paindoan,village
1212012029,121201,Bonan Dolok I,village
1212012030,121201,Bonan Dolok II,village
1212012031,121201,Bonan Dolok III,village
1212012032,121201,Huta Dame,village
1212012040,121201,Lumban Pea Timur,village
1212012041,121201,Tambunan Sunge,village
1212021001,121202,Pasar Laguboti,urban_village
1212022002,121202,Sibuea,village
1212022003,121202,Sintong Marnipi,village
1212022004,121202,Sibarani Nasampulu/Namungk up,village
1212022005,121202,Aruan,village
1212022006,121202,Sidulang,village
1212022007,121202,Ujung Tanduk,village
1212022008,121202,Haunatas II,village
1212022009,121202,Pardomuan Nauli,village
1212022010,121202,Sitangkola,village
1212022011,121202,Tinggir Nipasir,village
1212022012,121202,Haunatas I,village
1212022013,121202,Pintu Bosi,village
1212022014,121202,Simatibung,village
1212022015,121202,Lumban Binanga,village
1212022016,121202,Ompu Raja Hutapea,village
1212022017,121202,Gasaribu,village
1212022018,121202,Pardinggaran,village
1212022019,121202,Sitoluama,village
1212022020,121202,Lumban Bagasan,village
1212022021,121202,Siraja Gorat,village
1212022022,121202,Ompu Raja Hutapea Timur,village
1212022023,121202,Ompu Raja Hatulian,village
1212032001,121203,Pintu Batu,village
1212032002,121203,Sitorang,village
1212032003,121203,Parsambilan,village
1212032004,121203,Huta Gur- Gur II,village
1212032005,121203,Silaen,village
1212032006,121203,Ombur,village
1212032008,121203,Natolutali,village
1212032009,121203,Dalihan Natolu,village
1212032010,121203,Sigodang Tua,village
1212032014,121203,Sinta Dame,village
1212032015,121203,Hutanamora,village
1212032017,121203,Pardomuan,village
1212032018,121203,Huta Gur-Gur I,village
1212032022,121203,Lumban Dolok,village
1212032023,121203,Napitupulu,village
1212032024,121203,Hutagaol Sihujur,village
1212032025,121203,Meranti Barat,village
1212032026,121203,Sibide Barat,village
1212032027,121203,Sibide,village
1212032028,121203,Simanobak,village
1212032029,121203,Panindi,village
1212032030,121203,Siringkiron,village
1212032031,121203,Marbulang,village
1212041009,121204,Parsoburan Tengah,urban_village
1212042002,121204,Lumban Rau Selatan,village
1212042004,121204,Lumban Rau Barat,village
1212042006,121204,Lumban Balik,village
1212042007,121204,Panamparan,village
1212042008,121204,Lumban Pinasa,village
1212042010,121204,Parsoburan Barat,village
1212042011,121204,Lumban Ruhap,village
1212042012,121204,Lumban Pea,village
1212042014,121204,Hitetano,village
1212042017,121204,Lobu Hole,village
1212042018,121204,Batu Nabolon,village
1212042019,121204,Lumban Gaol,village
1212042020,121204,Tornagodang,village
1212042021,121204,Taon Marisi,village
1212042022,121204,Pagar Batu,village
1212042023,121204,Sibuntuon,village
1212042024,121204,Pararungan,village
1212042025,121204,Lumban Lintong,village
1212042026,121204,Pangunjungan,village
1212042027,121204,Lumban Pinasa Saroha,village
1212042028,121204,Aek Ulok,village
1212052001,121205,Meranti Utara,village
1212052002,121205,Meranti Timur,village
1212052003,121205,Meranti Tengah,village
1212052007,121205,Pintu Pohan,village
1212052008,121205,Ambar Halim,village
1212052009,121205,Pintu Pohan Dolok,village
1212052010,121205,Halado,village
1212062001,121206,Natumingka,village
1212062002,121206,Pangururan,village
1212062003,121206,Pardomuan Nauli,village
1212062004,121206,Lintong,village
1212062005,121206,Rianiate,village
1212062006,121206,Aek Unsim,village
1212062007,121206,Purba Tua,village
1212062008,121206,Janji Maria,village
1212062009,121206,Pangururan II,village
1212062010,121206,Pangururan III,village
1212062011,121206,Hutagurgur,village
1212062012,121206,Simare,village
1212062013,121206,Lumban Sewa,village
1212062014,121206,Riganjang,village
1212062015,121206,Pasar Borbor,village
1212071037,121207,Pasar Porsea,urban_village
1212071038,121207,Patane III,urban_village
1212071039,121207,Parparean III,urban_village
