code,district_code,name,type
5207032004,520703,Seteluk Atas,village
5207032005,520703,Seteluk Tengah,village
5207032008,520703,Kelanir,village
5207032011,520703,Tapir,village
5207032013,520703,Lamusung,village
5207032014,520703,Seran,village
5207032015,520703,Desaloka,village
5207042001,520704,Sekongkang Atas,village
5207042002,520704,Sekongkang Bawah,village
5207042003,520704,Tongo,village
5207042004,520704,Ai Kangkung,village
5207042005,520704,Tatar,village
5207042006,520704,Talonang Baru,village
5207042007,520704,Kemuning,village
5207052001,520705,Desa Beru,village
5207052002,520705,Tepas,village
5207052003,520705,Bangkat Monteh,village
5207052004,520705,Sapugara Bree,village
5207052005,520705,Tepas Sepakat,village
5207052006,520705,Lamuntet,village
5207052007,520705,Rarak Ronges,village
5207052008,520705,Moteng,village
5207052009,520705,Seminar Salit,village
5207062001,520706,Senayan,village
5207062002,520706,Mantar,village
5207062003,520706,Kiantar,village
5207062004,520706,Poto Tano,village
5207062005,520706,UPT Tambak Sari,village
5207062006,520706,Kokarlian,village
5207062007,520706,Tebo,village
5207062008,520706,Tuananga,village
5207072001,520707,Mura,village
5207072002,520707,Kalimantong,village
5207072003,520707,Lampok,village
5207072004,520707,Manemeng,village
5207072005,520707,Mujahiddin,village
5207072006,520707,Mataiyang,village
5207082001,520708,Maluk,village
5207082002,520708,Benete,village
5207082003,520708,Bukit Damai,village
5207082004,520708,Mantun,village
5207082005,520708,Pasir Putih,village
5208012001,520801,Tanjung,village
5208012002,520801,Sokong,village
5208012003,520801,Jenggala,village
5208012004,520801,Tegal Maja,village
5208012005,520801,Sigar Penjalin,village
5208012006,520801,Medana,village
5208012007,520801,Teniga,village
5208012008,520801,Sama Guna,village
5208022001,520802,Gondang,village
5208022002,520802,Bentek,village
5208022003,520802,Genggelang,village
5208022004,520802,Rempek,village
5208022005,520802,Sambik Bangkol,village
5208022006,520802,Selelos,village
5208022007,520802,Rempek Darussalam,village
5208022008,520802,Segara Katon,village
5208032001,520803,Kayangan,village
5208032002,520803,Santong,village
5208032003,520803,Selengen,village
5208032004,520803,Sesait,village
5208032005,520803,Gumantar,village
5208032006,520803,Salut,village
5208032007,520803,Dangiang,village
5208032008,520803,Pendua,village
5208032009,520803,Pansor,village
5208032010,520803,Santong Mulia,village
5208042001,520804,Bayan,village
5208042002,520804,Loloan,village
5208042003,520804,Anyar,village
5208042004,520804,Sukadana,village
5208042005,520804,Akar Akar,village
5208042006,520804,Senaru,village
5208042007,520804,Mumbul Sari,village
5208042008,520804,Sambik Elen,village
5208042009,520804,Karang Bajo,village
5208042010,520804,Gunjan Asri,village
5208042011,520804,Andalan,village
5208042012,520804,Batu Rakit,village
5208052001,520805,Pemenang Timur,village
5208052002,520805,Pemenang Barat,village
5208052003,520805,Gili Indah,village
5208052004,520805,Malaka,village
5208052005,520805,Menggala,village
5271011004,527101,Ampenan Selatan,urban_village
5271011005,527101,Ampenan Tengah,urban_village
5271011006,527101,Pejeruk,urban_village
5271011007,527101,Ampenan Utara,urban_village
5271011008,527101,Taman Sari,urban_village
5271011009,527101,Banjar,urban_village
5271011010,527101,Kebun Sari,urban_village
5271011011,527101,Pejarakan Karya,urban_village
5271011012,527101,Dayan Peken,urban_village
5271011013,527101,Bintaro,urban_village
5271021001,527102,Pagesangan,urban_village
5271021002,527102,Mataram Timur,urban_village
5271021008,527102,Pagutan,urban_village
5271021009,527102,Pagesangan Barat,urban_village
5271021010,527102,Pagesangan Timur,urban_village
5271021011,527102,Pejanggik,urban_village
5271021012,527102,Punia,urban_village
5271021013,527102,Pagutan Timur,urban_village
5271021014,527102,Pagutan Barat,urban_village
5271031004,527103,Cakranegara Selatan,urban_village
5271031005,527103,Cakranegara Barat,urban_village
5271031006,527103,Cakranegara Timur,urban_village
5271031007,527103,Cakranegara Utara,urban_village
5271031009,527103,Sayang-sayang,urban_village
5271031010,527103,Cakranegara Selatan Baru,urban_village
5271031011,527103,Sapta Marga,urban_village
5271031012,527103,Cilinaya,urban_village
5271031013,527103,Mayura,urban_village
5271031014,527103,Karang Taliwang,urban_village
5271041001,527104,Karang Pule,urban_village
5271041002,527104,Tanjung Karang,urban_village
5271041003,527104,Jempong Baru,urban_village
5271041004,527104,Tanjung Karang Permai,urban_village
5271041005,527104,Kekalik Jaya,urban_village
5271051001,527105,Mataram Barat,urban_village
5271051002,527105,Dasan Agung,urban_village
5271051003,527105,Monjok,urban_village
5271051004,527105,Karang Baru,urban_village
5271051005,527105,Rembiga,urban_village
5271051006,527105,Gomong,urban_village
5271051007,527105,Dasan Agung Baru,urban_village
5271051008,527105,Monjok Timur,urban_village
5271051009,527105,Monjok Barat,urban_village
5271061001,527106,Dasan Cermen,urban_village
5271061002,527106,Babakan,urban_village
5271061003,527106,Bertais,urban_village
5271061004,527106,Selagalas,urban_village
5271061005,527106,Abian Tubuh Baru,urban_village
5271061006,527106,Turida,urban_village
5271061007,527106,Mandalika,urban_village
5272011001,527201,Paruga,urban_village
5272011002,527201,Nae,urban_village
5272011003,527201,Sarae,urban_village
5272011004,527201,Tanjung,urban_village
5272011013,527201,Pane,urban_village
5272011014,527201,Dara,urban_village
5272021004,527202,Kumbe,urban_village
5272021008,527202,Lampe,urban_village
5272021009,527202,Dodu,urban_village
5272021011,527202,Nungga,urban_village
5272021018,527202,Kodo,urban_village
5272021019,527202,Oi Fo'o,urban_village
5272021020,527202,Lelamase,urban_village
5272021021,527202,Oimbo,urban_village
5272031001,527203,Melayu,urban_village
5272031002,527203,Jatiwangi,urban_village
5272031003,527203,Jatibaru,urban_village
5272031004,527203,Kolo,urban_village
5272031005,527203,Jatibaru Timur,urban_village
5272031006,527203,Ule,urban_village
5272041001,527204,Penaraga,urban_village
5272041002,527204,Rontu,urban_village
5272041003,527204,PenanaE,urban_village
5272041004,527204,Kendo,urban_village
5272041005,527204,Ntobo,urban_village
5272041006,527204,Nitu,urban_village
5272041007,527204,Rabangodu Selatan,urban_village
5272041008,527204,Rabadompu Timur,urban_village
5272041009,527204,Rite,urban_village
5272041010,527204,Rabadompu Barat,urban_village
5272041011,527204,Rabangodu Utara,urban_village
5272051001,527205,Monggonao,urban_village
5272051002,527205,Sadia,urban_village
5272051003,527205,Santi,urban_village
5272051004,527205,Sambinae,urban_village
5272051005,527205,Penatoi,urban_village
5272051006,527205,Lewirato,urban_village
5272051007,527205,Mande,urban_village
5272051008,527205,Panggi,urban_village
5272051009,527205,Manggemaci,urban_village
5272051010,527205,Matakando,urban_village
5301042003,530104,Bokonusan,village
5301042004,530104,Otan,village
5301042005,530104,Uitao,village
5301042006,530104,Uiasa,village
5301042008,530104,Hansisi,village
5301042009,530104,Huilelot,village
5301042011,530104,Batuinan,village
5301042013,530104,Letbaun,village
5301051001,530105,Oenesu,urban_village
5301051002,530105,Batakte,urban_village
5301052003,530105,Manulai I,village
5301052004,530105,Sumlili,village
5301052005,530105,Lifuleo,village
5301052006,530105,Tesabela,village
5301052007,530105,Oematnunu,village
5301052008,530105,Kuanheun,village
5301052009,530105,Nitneo,village
5301052010,530105,Bolok,village
5301052011,530105,Tablolong,village
5301052012,530105,Oenaek,village
5301061001,530106,Babau,urban_village
5301061003,530106,Naibonat,urban_village
5301061004,530106,Oesao,urban_village
5301061005,530106,Merdeka,urban_village
5301061008,530106,Tuatuka,urban_village
5301062002,530106,Nunkurus,village
5301062006,530106,Tuapukan,village
5301062007,530106,Oefafi,village
5301062011,530106,Pukdale,village
5301062015,530106,Oesao,village
5301062016,530106,Manusak,village
5301062017,530106,Tanah Putih,village
5301062018,530106,Oelatimo,village
5301071001,530107,Sulamu,urban_village
5301072002,530107,Pitai,village
5301072003,530107,Pariti,village
5301072004,530107,Oeteta,village
5301072005,530107,Bipolo,village
5301072006,530107,Pantai Beringin,village
5301072007,530107,Pantulan,village
5301081007,530108,Tarus,urban_village
5301082006,530108,Oelnasi,village
5301082008,530108,Noelbaki,village
5301082009,530108,Oelpuah,village
5301082010,530108,Oebelo,village
5301082011,530108,Penfui Timur,village
5301082012,530108,Tanah Merah,village
5301082013,530108,Mata Air,village
5301091002,530109,Nonbes,urban_village
5301092001,530109,Oesena,village
5301092003,530109,Ponain,village
5301092004,530109,Kotabes,village
5301092005,530109,Tesbatan,village
5301092006,530109,Oenoni,village
5301092007,530109,Apren,village
5301092008,530109,Oenoni II,village
5301092009,530109,Tesbatan II,village
5301101001,530110,Camplong I,urban_village
5301102007,530110,Camplong II,village
5301102008,530110,Naunnu,village
5301102009,530110,Oebola,village
5301102010,530110,Sillu,village
5301102011,530110,Ekateta,village
5301102012,530110,Kuimasi,village
5301102013,530110,Tolnaku,village
5301102014,530110,Oebola Dalam,village
5301102015,530110,Kiuoni,village
5301111007,530111,Takari,urban_village
5301112001,530111,Noelmina,village
5301112002,530111,Benu,village
5301112003,530111,Hueknutu,village
5301112004,530111,Oelnaineno,village
5301112005,530111,Tanini,village
5301112006,530111,Kauniki,village
5301112008,530111,Tuapanaf,village
5301112009,530111,Fatukona,village
5301112010,530111,Oesusu,village
5301121003,530112,Lelogama,urban_village
5301122001,530112,Fatusuki,village
5301122002,530112,Oelbanu,village
5301122004,530112,Fatumetan,village
5301122005,530112,Oh'aem,village
5301122008,530112,Leloboko,village
5301122011,530112,Oh'aem II,village
5301131002,530113,Naikliu,urban_village
5301132001,530113,Afoan,village
5301132003,530113,Fatunaus,village
5301132004,530113,Kolabe,village
5301132005,530113,Bakuin,village
5301132010,530113,Lilmus,village
5301162001,530116,Oelomin,village
5301162002,530116,Tasikona,village
5301162003,530116,Oemasi,village
5301162004,530116,Usapi Sonbai,village
5301162005,530116,Oenif,village
5301162006,530116,Tunfeu,village
5301162007,530116,Oepaha,village
5301162008,530116,Bone,village
5301162009,530116,Taloetan,village
5301162010,530116,Oben,village
5301162011,530116,Bismarak,village
5301171001,530117,Teunbaun,urban_village
5301172002,530117,Soba,village
5301172003,530117,Toobaun,village
5301172004,530117,Niukbaun,village
5301172005,530117,Tunbaun,village
5301172006,530117,Nekbaun,village
5301172007,530117,Merbaun,village
5301172008,530117,Erbaun,village
5301181001,530118,Buraen,urban_village
5301181002,530118,Sonraen,urban_village
5301182003,530118,Nekmese,village
5301182004,530118,Retraen,village
5301182005,530118,Sahraen,village
5301192001,530119,Oebesi,village
5301192002,530119,Pakubaun,village
5301192003,530119,Rabeka,village
5301192004,530119,Enoraen,village
5301202001,530120,Seki,village
5301202002,530120,Oemofa,village
5301202003,530120,Nunmafo,village
5301202004,530120,Muke,village
5301202005,530120,Pathau,village
5301202006,530120,Oeniko,village
5301202007,530120,Oenuntono,village
5301202008,530120,Oemolo,village
5301202009,530120,Enolanan,village
5301202010,530120,Oenaunu,village
5301212001,530121,Manubelon,village
5301212002,530121,Letkole,village
5301212003,530121,Nefoneut,village
5301212004,530121,Bioba Baru,village
5301222001,530122,Soliu,village
5301222002,530122,Saukibe,village
5301222003,530122,Oelfatu,village
5301222004,530122,Timau,village
5301222005,530122,Honuk,village
5301222006,530122,Faumes,village
5301232001,530123,Akle,village
5301232002,530123,Uitiuh Ana,village
5301232003,530123,Onansila,village
5301232004,530123,Uitiuh Tuan,village
5301232005,530123,Naikean,village
5301232006,530123,Uiboa,village
5301242001,530124,Oeltuah,village
5301242002,530124,Baumata,village
5301242003,530124,Kuaklalo,village
5301242004,530124,Oeletsala,village
5301242005,530124,Bokong,village
5301242006,530124,Baumata Utara,village
5301242007,530124,Baumata Timur,village
5301242008,530124,Baumata Barat,village
5301252001,530125,Fatukanutu,village
5301252002,530125,Kairane,village
5301252003,530125,Raknamo,village
5301252004,530125,Kuanheum,village
5301252005,530125,Fatuteta,village
5301252006,530125,Oefeto,village
5301252007,530125,Niunbaun,village
5301262001,530126,Nunuanah,village
5301262002,530126,Kifu,village
5301262003,530126,Netemnanu Selatan,village
5301262004,530126,Netemnanu Utara,village
5301262005,530126,Netemnanu,village
5301272001,530127,Poto,village
5301272002,530127,Nuataus,village
5301272003,530127,Kalali,village
5301272004,530127,Tuakau,village
5301272005,530127,Naitae,village
5301282001,530128,Oelbiteno,village
5301282002,530128,Nonbaun,village
5301282003,530128,Nunsaen,village
5301282004,530128,Passi,village
5301302001,530130,Fatumonas,village
5301302002,530130,Binafun,village
5301302003,530130,Bitobe,village
5301302004,530130,Bonmuti,village
5302011001,530201,SoE,urban_village
5302011002,530201,Cendana,urban_village
5302011003,530201,Oebesa,urban_village
5302011004,530201,Taubneno,urban_village
5302011005,530201,Nonohonis,urban_village
5302011006,530201,Karang Sirih,urban_village
5302011007,530201,Nunumeu,urban_village
5302011008,530201,Kobekamusa,urban_village
5302011009,530201,Oe Kefan,urban_village
5302011010,530201,Kota Baru,urban_village
5302011011,530201,Kampung Baru,urban_village
5302012012,530201,Kuatae,village
5302012013,530201,Noemeto,village
5302022001,530202,Biloto,village
5302022003,530202,Kesetnana,village
5302022006,530202,Tuasene,village
5302022008,530202,Oinlasi,village
5302022010,530202,Bisene,village
5302022012,530202,Noinbila,village
5302022013,530202,Bikekneno,village
5302032001,530203,O'besi,village
5302032002,530203,Eonbesi,village
5302032003,530203,Bosen,village
5302032004,530203,Sebot,village
5302032007,530203,Ajaobaki,village
5302032008,530203,Netpala,village
5302032009,530203,Tunua,village
5302032010,530203,Bijaepunu,village
5302032011,530203,Nefokoko,village
5302032012,530203,Leloboko,village
5302032013,530203,Lelobatan,village
5302032014,530203,Halmei,village
5302032015,530203,Fatukoto,village
5302032016,530203,Kokfe'u,village
5302032017,530203,To'fen,village
5302032018,530203,Taiftob,village
5302032019,530203,Iusmolo,village
5302032020,530203,To'manat,village
5302042001,530204,Billa,village
5302042002,530204,Oelet,village
5302042004,530204,Pisan,village
5302042005,530204,Mauleum,village
5302042007,530204,Nifukiu,village
5302042008,530204,Mnelaanen,village
5302042009,530204,Teluk,village
5302042012,530204,Oe'Ekam,village
5302042016,530204,Sini,village
5302042017,530204,Tliu,village
5302051010,530205,Niki-Niki,urban_village
5302052001,530205,Taebesa,village
5302052002,530205,Nakfunu,village
5302052003,530205,Oe'ekam,village
5302052004,530205,Baki,village
5302052005,530205,Tumu,village
5302052006,530205,Noebesa,village
5302052007,530205,Nobi-Nobi,village
5302052008,530205,Sopo,village
5302052009,530205,Bone,village
5302052011,530205,Maunum Niki-Niki,village
5302062001,530206,Pollo,village
5302062002,530206,Oekiu,village
5302062003,530206,Oebelo,village
5302062004,530206,Noemuke,village
5302062010,530206,Kiubaat,village
5302062011,530206,Linamnutu,village
5302062014,530206,Mio,village
5302062015,530206,Batnun,village
5302062018,530206,Bena,village
5302062019,530206,Eno Neten,village
5302072007,530207,Tublopo,village
5302072008,530207,Nule,village
5302072009,530207,Nusa,village
5302072010,530207,Mnelalete,village
5302072011,530207,Pusu,village
5302072012,530207,Tubuhue,village
5302072013,530207,Haumeni Baki,village
5302072015,530207,Nifukani,village
5302082001,530208,Oinlasi,village
5302082002,530208,"Nunle""u",village
5302082003,530208,Kokoi,village
5302082004,530208,Fenun,village
5302082005,530208,"Kuale""u",village
5302082006,530208,Lanu,village
5302082007,530208,Sunu,village
5302082008,530208,Anin,village
5302082009,530208,To'i,village
5302082010,530208,Nifuleo,village
5302082011,530208,Fatulunu,village
5302082012,530208,Fae,village
5302082013,530208,Netutnana,village
5302092001,530209,Lilo,village
5302092002,530209,Fotilo,village
5302092003,530209,Nasi,village
5302092004,530209,Snok,village
5302092005,530209,Tumu,village
5302092006,530209,Fatu Oni,village
5302092007,530209,Sono,village
5302092009,530209,Tauanas,village
5302092015,530209,Muna,village
5302102001,530210,Pilli,village
5302102002,530210,Falas,village
5302102003,530210,Oenai,village
5302102004,530210,Belle,village
5302102005,530210,Napi,village
5302102006,530210,Boti,village
5302102007,530210,Fatuulan,village
5302102008,530210,Tesiayofanu,village
5302102009,530210,Oinlasi,village
5302102010,530210,Nekmese,village
5302102011,530210,Eno Napi,village
5302102012,530210,Fatukusi,village
5302102013,530210,Naile'u,village
5302112001,530211,Olais,village
5302112002,530211,Lasi,village
5302112003,530211,Kakan,village
5302112005,530211,Basmuti,village
5302112006,530211,Kusi,village
5302112007,530211,Kuanfatu,village
5302112008,530211,Kelle,village
5302112009,530211,Taupi,village
5302112010,530211,Oebo,village
5302112011,530211,Kusi Utara,village
5302112012,530211,Kelle Tunan,village
5302112013,530211,Noebeba,village
5302112014,530211,Oehan,village
5302122001,530212,Nenas,village
5302122004,530212,Fatumnasi,village
5302122005,530212,Nuapin,village
5302122009,530212,Kuanoel,village
5302122010,530212,Mutis,village
5302132001,530213,Konbaki,village
5302132002,530213,Fatumnutu,village
5302132003,530213,Bijeli,village
5302132004,530213,Loli,village
5302132005,530213,Usapimnasi,village
5302132006,530213,Mnesatbubuk,village
5302132007,530213,Puna,village
5302132008,530213,Laob,village
5302132009,530213,Oelnunuh,village
5302132010,530213,Balu,village
5302132011,530213,Sainoni,village
5302142001,530214,Benlutu,village
5302142002,530214,Boentuka,village
5302142003,530214,Hane,village
5302142004,530214,Oebobo,village
5302142005,530214,Tupan,village
5302142006,530214,Tuakole,village
5302142007,530214,Oehela,village
5302152006,530215,Sabun,village
5302152007,530215,Nano,village
5302152009,530215,Boking,village
5302152010,530215,Baus,village
5302152011,530215,Meusin,village
5302152013,530215,Leonmeni,village
5302152014,530215,Fatu Manufui,village
5302162001,530216,Toianas,village
5302162002,530216,Skinu,village
5302162003,530216,Oeleu,village
5302162004,530216,Sanbet,village
5302162005,530216,Bokong,village
5302162006,530216,Tuataum,village
5302162007,530216,Lobus,village
5302162008,530216,Noeolin,village
5302162009,530216,Milli,village
5302172001,530217,OP,village
5302172002,530217,Sahan,village
5302172003,530217,Nenoat,village
5302172004,530217,Haineno,village
5302172005,530217,Nunkolo,village
5302172006,530217,Saenam,village
5302172007,530217,Fat,village
5302172008,530217,Haumeni,village
5302172009,530217,Putun,village
5302182001,530218,Neke,village
5302182002,530218,Pene Utara,village
5302182003,530218,Noenoni,village
5302182004,530218,Hoi,village
5302182005,530218,Niki Niki Un,village
5302182006,530218,Oenino,village
5302182007,530218,Abi,village
5302192001,530219,Kolbano,village
5302192002,530219,Noesiu,village
5302192003,530219,Pene Selatan,village
5302192004,530219,Oetuke,village
5302192005,530219,Babuin,village
5302192006,530219,Oeleu,village
5302192007,530219,Se'i,village
5302192008,530219,Nununamat,village
5302192009,530219,Pana,village
5302192010,530219,Haunobenak,village
5302192011,530219,Ofu,village
5302192012,530219,Spaha,village
5302202001,530220,Kot'olin,village
5302202002,530220,Nunbena,village
5302202003,530220,Fatuat,village
5302202004,530220,Hoibeti,village
5302202005,530220,Nualunat,village
5302202006,530220,Binenok,village
5302202007,530220,Ponite,village
5302202008,530220,O'obibi,village
5302212001,530221,Kualin,village
5302212002,530221,Oni,village
5302212003,530221,Nunusunu,village
5302212004,530221,Tuapakas,village
5302212005,530221,Toineke,village
5302212006,530221,Tuafanu,village
5302212007,530221,Kiufatu,village
5302212008,530221,Oemaman,village
5302222001,530222,Besana,village
5302222002,530222,Fatukoko,village
5302222003,530222,Koa,village
5302222004,530222,Oel Uban,village
5302222005,530222,Salbait,village
5302232001,530223,Lotas,village
5302232002,530223,Sabnala,village
5302232003,530223,Koloto,village
5302232004,530223,Niti,village
5302232005,530223,Obaki,village
5302232006,530223,Benehe,village
5302242001,530224,Noebana,village
5302242002,530224,Fatumnasi,village
5302242003,530224,Suni,village
5302242004,530224,Mella,village
5302242005,530224,Mnelapetu,village
5302252001,530225,Santian,village
5302252002,530225,Poli,village
5302252003,530225,Manufui,village
5302252004,530225,Nenotes,village
5302252005,530225,Naifatu,village
5302262001,530226,Naip,village
5302262002,530226,Fatutnana,village
5302262003,530226,Oepliki,village
5302262004,530226,Oe'ekam,village
5302262005,530226,Teas,village
5302262006,530226,Oebaki,village
5302262007,530226,Eno Nabuasa,village
5302272001,530227,Tetaf,village
5302272002,530227,Naukae,village
5302272003,530227,Supul,village
5302272004,530227,Lakat,village
5302272005,530227,Enoneontes,village
5302272006,530227,O'of,village
5302272007,530227,Tubmonas,village
5302272008,530227,Oe Oe,village
5302282001,530228,Sillu,village
5302282002,530228,Nunukhniti,village
5302282003,530228,Kaeneno,village
5302282004,530228,Oeleon,village
5302282005,530228,Tunis,village
5302282006,530228,Bileon,village
5302282007,530228,Besle'u,village
5302292001,530229,Fatukopa,village
5302292002,530229,Besnam,village
5302292003,530229,Taebone,village
5302292004,530229,Nunfutu,village
5302292005,530229,Kiki,village
5302292006,530229,Ello,village
5302292007,530229,Nifulinah,village
5302302001,530230,Oelbubuk,village
5302302002,530230,Nekemunifeto,village
5302302003,530230,Binaus,village
5302302004,530230,Oel'Ekam,village
5302302005,530230,Kualeu,village
5302302006,530230,Pika,village
5302312001,530231,Tobu,village
5302312002,530231,Tutem,village
5302312003,530231,Tune,village
5302312004,530231,Bonleu,village
5302312005,530231,Pubasu,village
5302312006,530231,Huetalan,village
5302312007,530231,Saubalan,village
5302312008,530231,Bestobe,village
5302322001,530232,Lill ana,village
5302322002,530232,Nunbena,village
5302322003,530232,Noebesi,village
5302322004,530232,Taneotob,village
5302322005,530232,Feto Mone,village
5302322006,530232,Tunbes,village
5303012005,530301,Bokon,village
5303012006,530301,Bitefa,village
5303012007,530301,Keanbaun,village
5303012018,530301,Amol,village
5303012019,530301,Fatusene,village
5303012020,530301,Oesena,village
5303012021,530301,Jak,village
5303012022,530301,Tuntun,village
5303012023,530301,Tunoe,village
5303012024,530301,Femnasi,village
5303012025,530301,Taekas,village
5303022001,530302,Noepesu,village
5303022002,530302,Fatuneno,village
5303022003,530302,Suanae,village
5303022004,530302,Lemon,village
5303022005,530302,Fatunisuan,village
5303022006,530302,Haulasi,village
5303022018,530302,Neotoko,village
5303022019,530302,Fatutasu,village
5303022020,530302,Manusasi,village
5303022025,530302,Saenam,village
5303022026,530302,Eban,village
5303022027,530302,Sallu,village
5303022028,530302,Sa'tab,village
5303032001,530303,Pantae,village
5303032002,530303,Oenaem,village
5303032003,530303,Upfaon,village
5303032007,530303,Tautpah,village
5303032009,530303,Tokbesi,village
5303032010,530303,Sainiup,village
5303032011,530303,Supun,village
5303032012,530303,Tunbaen,village
5303042001,530304,Bijeli,village
5303042002,530304,Noebaun,village
5303042003,530304,Seo,village
5303042004,530304,Popnam,village
5303042009,530304,Nibaaf,village
5303042010,530304,Banfanu,village
5303042011,530304,Oenak,village
5303042012,530304,Nifuboke,village
5303042013,530304,Noemuti,village
5303042014,530304,Fatumuti,village
5303042015,530304,Kiuola,village
5303042016,530304,Oeperigi,village
5303051001,530305,Kefamenanu Utara,urban_village
5303051002,530305,Aplasi,urban_village
5303051003,530305,Kefamenanu Tengah,urban_village
5303051004,530305,Bansone,urban_village
5303051005,530305,Benpasi,urban_village
5303051006,530305,Kefamenanu Selatan,urban_village
5303051007,530305,Tubuhue,urban_village
5303051008,530305,Maubeli,urban_village
5303051009,530305,Sasi,urban_village
5303061015,530306,Boronubaen Timur,urban_village
5303062001,530306,Boronubaen,village
5303062002,530306,Hautaes,village
5303062003,530306,Tualena,village
5303062004,530306,Biloe,village
5303062005,530306,Taunbaen,village
5303062006,530306,Sapaen,village
5303062012,530306,Lokomea,village
5303062013,530306,Taunbaen Timur,village
5303062014,530306,Hauteas Barat,village
5303072001,530307,Motadik,village
5303072002,530307,Nonotbatan,village
5303072003,530307,Sifaniha,village
5303072004,530307,Maukabatan,village
5303072005,530307,Kotafoun,village
5303072006,530307,Tuamese,village
5303072007,530307,Ponu,village
5303072008,530307,Oemanu,village
5303072009,530307,Nifutasi,village
5303081029,530308,Bitauni,urban_village
5303082005,530308,Nansean,village
5303082006,530308,Susulaku,village
5303082007,530308,Loeram,village
5303082008,530308,Manunain B,village
5303082010,530308,Tapenpah,village
5303082011,530308,Sekon,village
5303082015,530308,Ainiut,village
5303082016,530308,Nunmafo,village
5303082017,530308,Oenbit,village
5303082018,530308,Manunain A,village
5303082022,530308,Susulaku B,village
5303082024,530308,Fatoin,village
5303082025,530308,Keun,village
5303082026,530308,Fatu'Ana,village
5303082027,530308,Botof,village
5303082028,530308,Nansean Timur,village
5303092006,530309,Fatumtasa,village
5303092007,530309,Oesoko,village
5303092008,530309,Humusu Sainiup,village
5303092009,530309,Humusu Oekolo,village
5303092010,530309,Humusu Wini,village
5303102001,530310,Naob,village
5303102002,530310,Haekto,village
5303102003,530310,Manikin,village
5303102004,530310,Kuaken,village
5303112001,530311,Tuabatan,village
5303112002,530311,Akomi,village
5303112003,530311,Bijaepasu,village
5303112004,530311,Neonasi,village
5303112005,530311,N i a n,village
5303112006,530311,Tuabatan Barat,village
5303122001,530312,Oelneke,village
5303122002,530312,Oetulu,village
5303122003,530312,Oeolo,village
5303122004,530312,Ainan,village
5303122005,530312,Bisafe,village
5303122006,530312,Batnes,village
5303132001,530313,Tasinifu,village
5303132002,530313,Naekake A,village
5303132003,530313,Naekake B,village
5303132004,530313,Noelelo,village
5303142001,530314,Oelami,village
5303142002,530314,Kiusili,village
5303142003,530314,Naiola,village
5303142004,530314,Maurisu,village
5303142005,530314,Oetalus,village
5303142006,530314,Tublopo,village
5303142007,530314,Maurisu Utara,village
5303142008,530314,Maurisu Selatan,village
5303142009,530314,Maurisu Tengah,village
5303142010,530314,Naiola Timur,village
5303152001,530315,Buk,village
5303152002,530315,Oenenu,village
5303152003,530315,Nimasi,village
5303152004,530315,Oelbonak,village
5303152005,530315,Kuenak,village
5303152006,530315,Oenino,village
5303152007,530315,Oenenu Utara,village
5303152008,530315,Oenenu Selatan,village
5303152009,530315,Sono,village
5303162001,530316,Inbate,village
5303162002,530316,Sunkaen,village
5303162003,530316,Nainaban,village
5303162004,530316,Haumeni Ana,village
5303162005,530316,Nilulat,village
5303162006,530316,Tubu,village
5303172001,530317,Faenake,village
5303172002,530317,Banain A,village
5303172003,530317,Banain B,village
5303172004,530317,Banain C,village
5303172005,530317,Sainoni,village
5303172006,530317,Tes,village
5303172007,530317,Napan,village
5303172008,530317,Haumeni,village
5303172009,530317,Baas,village
5303182001,530318,Manamas,village
5303182002,530318,Benus,village
5303182003,530318,Bakitolas,village
5303182004,530318,Sunsea,village
5303192001,530319,Fafinesu A,village
5303192002,530319,Fafinesu B,village
5303192003,530319,Fafinesu C,village
5303192004,530319,Oenain,village
5303192005,530319,Baunuan,village
5303192006,530319,Fafinesu,village
5303202001,530320,Subun,village
5303202002,530320,Usapinonot,village
5303202003,530320,Lapeom,village
5303202004,530320,Letneo,village
5303202005,530320,Bannae,village
5303202006,530320,Unini,village
5303202007,530320,Atmen,village
5303202008,530320,Letneo Selatan,village
5303202009,530320,Oabikase,village
5303202010,530320,Nifunenas,village
5303202011,530320,Subun Bestobe,village
5303202012,530320,Subun Tualele,village
5303212001,530321,Lanaus,village
5303212002,530321,Letmafo,village
5303212003,530321,Tainsala,village
5303212004,530321,Maubesi,village
5303212005,530321,Sone,village
5303212006,530321,Letmafo Timur,village
5303212007,530321,Oehalo,village
5303222001,530322,Teba,village
5303222002,530322,Oerinbesi,village
5303222003,530322,Oekopa,village
5303222004,530322,T'Eba Timur,village
5303232001,530323,Tunbes,village
5303232002,530323,Luniup,village
5303232003,530323,Matabesi,village
5303232004,530323,Oepuah,village
5303232005,530323,Kaubele,village
5303232006,530323,Oepuah Utara,village
5303232007,530323,Oepuah Selatan,village
5303242001,530324,Naku,village
5303242002,530324,Birunatun,village
5303242003,530324,Makun,village
5303242004,530324,Manumean,village
5303242005,530324,Kuluan,village
5304012001,530401,Kewar,village
5304012002,530401,Fulur,village
5304012004,530401,Duarato,village
5304012005,530401,Makir,village
5304012006,530401,Lamaksenulu,village
5304012008,530401,Dirun,village
5304012009,530401,Leowalu,village
5304012014,530401,Maudemu,village
5304012015,530401,Mahuitas,village
5304022001,530402,Silawan,village
5304022002,530402,Tulakadi,village
5304022003,530402,Sadi,village
